euctr_id,title,reg_date,other_id,field,provenance
2009-013976-38,Phase II Trial of low-dose Sandimmun Optoral ® (Cyclosporine A) for the treatment of primary Sjögren's syndrome (pSS),2009-12-07,NCT01693393,US NCT number,results
2009-013976-38,Phase II Trial of low-dose Sandimmun Optoral ® (Cyclosporine A) for the treatment of primary Sjögren's syndrome (pSS),2009-12-07,NA,ISRCTN number,results
2009-013458-33,Modulation of Cytochrome-P450 dependent eicosanoid formation by treatment with omega-3 PUFA (Omacor®),2009-09-21,NA,US NCT number,protocol
2009-013458-33,Modulation of Cytochrome-P450 dependent eicosanoid formation by treatment with omega-3 PUFA (Omacor®),2009-09-21,NA,other,protocol
2009-013458-33,Modulation of Cytochrome-P450 dependent eicosanoid formation by treatment with omega-3 PUFA (Omacor®),2009-09-21,NA,US NCT number,results
2009-013458-33,Modulation of Cytochrome-P450 dependent eicosanoid formation by treatment with omega-3 PUFA (Omacor®),2009-09-21,NA,ISRCTN number,results
2009-013432-20,"Intra-individual, randomized comparison of the MRI contrast agents gadobutrol versus gadoterate meglumine in breast MR imaging",2009-06-22,NA,US NCT number,protocol
2009-013432-20,"Intra-individual, randomized comparison of the MRI contrast agents gadobutrol versus gadoterate meglumine in breast MR imaging",2009-06-22,NA,other,protocol
2009-013432-20,"Intra-individual, randomized comparison of the MRI contrast agents gadobutrol versus gadoterate meglumine in breast MR imaging",2009-06-22,NA,US NCT number,results
2009-013432-20,"Intra-individual, randomized comparison of the MRI contrast agents gadobutrol versus gadoterate meglumine in breast MR imaging",2009-06-22,NA,ISRCTN number,results
2009-011922-33,"A randomized, double-blind, placebo controlled, multicenter Phase II study to assess the efficacy and safety of Sorafenib added to standard treatment with Topotecan in patients with platinum-resistant recurrent ovarian cancer",2009-10-14,NA,US NCT number,protocol
2009-011922-33,"A randomized, double-blind, placebo controlled, multicenter Phase II study to assess the efficacy and safety of Sorafenib added to standard treatment with Topotecan in patients with platinum-resistant recurrent ovarian cancer",2009-10-14,NA,other,protocol
2009-011922-33,"A randomized, double-blind, placebo controlled, multicenter Phase II study to assess the efficacy and safety of Sorafenib added to standard treatment with Topotecan in patients with platinum-resistant recurrent ovarian cancer",2009-10-14,NCT01047891,US NCT number,results
2009-011922-33,"A randomized, double-blind, placebo controlled, multicenter Phase II study to assess the efficacy and safety of Sorafenib added to standard treatment with Topotecan in patients with platinum-resistant recurrent ovarian cancer",2009-10-14,NA,ISRCTN number,results
2009-009656-20,Sunphenon EGCg (Epigallocatechin-Gallat) in the early stage of Alzheimer´s Disease,2009-03-13,NA,US NCT number,protocol
2009-009656-20,Sunphenon EGCg (Epigallocatechin-Gallat) in the early stage of Alzheimer´s Disease,2009-03-13,NA,other,protocol
2009-009656-20,Sunphenon EGCg (Epigallocatechin-Gallat) in the early stage of Alzheimer´s Disease,2009-03-13,NA,US NCT number,results
2009-009656-20,Sunphenon EGCg (Epigallocatechin-Gallat) in the early stage of Alzheimer´s Disease,2009-03-13,NA,ISRCTN number,results
2009-009476-12,Non-invasive detection of prostate cancer using functional MRI in patients with histopathologically confirmed prostate cancer before prostatectomy,2009-05-28,NA,US NCT number,protocol
2009-009476-12,Non-invasive detection of prostate cancer using functional MRI in patients with histopathologically confirmed prostate cancer before prostatectomy,2009-05-28,NA,other,protocol
2009-009476-12,Non-invasive detection of prostate cancer using functional MRI in patients with histopathologically confirmed prostate cancer before prostatectomy,2009-05-28,NA,US NCT number,results
2009-009476-12,Non-invasive detection of prostate cancer using functional MRI in patients with histopathologically confirmed prostate cancer before prostatectomy,2009-05-28,NA,ISRCTN number,results
2008-008474-31,Nutzen des Placeboeffektes bei atopischer Dermatitis - Steigerung der pharmakologischen Wirkung bei Juckreiz durch Klassische Konditionierung und Erwartungsprozesse: Eine randomisierte kontrollierte Studie,2009-06-26,NA,US NCT number,protocol
2008-008474-31,Nutzen des Placeboeffektes bei atopischer Dermatitis - Steigerung der pharmakologischen Wirkung bei Juckreiz durch Klassische Konditionierung und Erwartungsprozesse: Eine randomisierte kontrollierte Studie,2009-06-26,NA,other,protocol
2008-008474-31,Nutzen des Placeboeffektes bei atopischer Dermatitis - Steigerung der pharmakologischen Wirkung bei Juckreiz durch Klassische Konditionierung und Erwartungsprozesse: Eine randomisierte kontrollierte Studie,2009-06-26,NCT02094287,US NCT number,results
2008-008474-31,Nutzen des Placeboeffektes bei atopischer Dermatitis - Steigerung der pharmakologischen Wirkung bei Juckreiz durch Klassische Konditionierung und Erwartungsprozesse: Eine randomisierte kontrollierte Studie,2009-06-26,ISRCTN12345678,ISRCTN number,results
2008-008232-87,Open-label phase II study of sorafenib in patients with advanced hepatocellular carcinoma (HCC) and Child Pugh score B with special analysis of patients 65 years or older,2009-03-09,NA,US NCT number,protocol
2008-008232-87,Open-label phase II study of sorafenib in patients with advanced hepatocellular carcinoma (HCC) and Child Pugh score B with special analysis of patients 65 years or older,2009-03-09,NA,other,protocol
2008-008232-87,Open-label phase II study of sorafenib in patients with advanced hepatocellular carcinoma (HCC) and Child Pugh score B with special analysis of patients 65 years or older,2009-03-09,NA,US NCT number,results
2008-008232-87,Open-label phase II study of sorafenib in patients with advanced hepatocellular carcinoma (HCC) and Child Pugh score B with special analysis of patients 65 years or older,2009-03-09,NA,ISRCTN number,results
2008-007237-47,Perioperative physostigmine prophylaxis for liver resection patients at risk for delirium and postoperative cognitive dysfunction,2008-11-19,NA,US NCT number,protocol
2008-007237-47,Perioperative physostigmine prophylaxis for liver resection patients at risk for delirium and postoperative cognitive dysfunction,2008-11-19,NA,other,protocol
2008-007237-47,Perioperative physostigmine prophylaxis for liver resection patients at risk for delirium and postoperative cognitive dysfunction,2008-11-19,NA,US NCT number,results
2008-007237-47,Perioperative physostigmine prophylaxis for liver resection patients at risk for delirium and postoperative cognitive dysfunction,2008-11-19,NA,ISRCTN number,results
2008-007031-41,"Beta-Blocker in Acute Ischemic Stroke – a prospective, randomized, double-blinded, placebo-controlled safety and efficacy trial of early treatment",2009-09-14,NA,US NCT number,protocol
2008-007031-41,"Beta-Blocker in Acute Ischemic Stroke – a prospective, randomized, double-blinded, placebo-controlled safety and efficacy trial of early treatment",2009-09-14,NA,other,protocol
2008-007031-41,"Beta-Blocker in Acute Ischemic Stroke – a prospective, randomized, double-blinded, placebo-controlled safety and efficacy trial of early treatment",2009-09-14,NA,US NCT number,results
2008-007031-41,"Beta-Blocker in Acute Ischemic Stroke – a prospective, randomized, double-blinded, placebo-controlled safety and efficacy trial of early treatment",2009-09-14,NA,ISRCTN number,results
2008-006135-12,Balanced crystalloids versus balanced colloids within a goal-directed hemodynamic protocol in patients undergoing gynaecological tumor resection.,2008-11-11,NA,US NCT number,protocol
2008-006135-12,Balanced crystalloids versus balanced colloids within a goal-directed hemodynamic protocol in patients undergoing gynaecological tumor resection.,2008-11-11,NA,other,protocol
2008-006135-12,Balanced crystalloids versus balanced colloids within a goal-directed hemodynamic protocol in patients undergoing gynaecological tumor resection.,2008-11-11,NA,US NCT number,results
2008-006135-12,Balanced crystalloids versus balanced colloids within a goal-directed hemodynamic protocol in patients undergoing gynaecological tumor resection.,2008-11-11,NA,ISRCTN number,results
2008-005786-60,"A prospective, multicentre trial on the value of 18F-FET PET in the post-therapeutic evaluation of childhood brain tumours",2014-01-14,NA,US NCT number,protocol
2008-005786-60,"A prospective, multicentre trial on the value of 18F-FET PET in the post-therapeutic evaluation of childhood brain tumours",2014-01-14,NA,other,protocol
2008-005786-60,"A prospective, multicentre trial on the value of 18F-FET PET in the post-therapeutic evaluation of childhood brain tumours",2014-01-14,NA,US NCT number,results
2008-005786-60,"A prospective, multicentre trial on the value of 18F-FET PET in the post-therapeutic evaluation of childhood brain tumours",2014-01-14,NA,ISRCTN number,results
2008-005746-22,"Multi-center, double blind, dose escalating study to compare the effects of 5 mg, 10mg and 20mg of Desloratadine in patients with acquired cold urticaria (ACU)",2009-01-26,NA,US NCT number,protocol
2008-005746-22,"Multi-center, double blind, dose escalating study to compare the effects of 5 mg, 10mg and 20mg of Desloratadine in patients with acquired cold urticaria (ACU)",2009-01-26,NA,other,protocol
2008-005746-22,"Multi-center, double blind, dose escalating study to compare the effects of 5 mg, 10mg and 20mg of Desloratadine in patients with acquired cold urticaria (ACU)",2009-01-26,NA,US NCT number,results
2008-005746-22,"Multi-center, double blind, dose escalating study to compare the effects of 5 mg, 10mg and 20mg of Desloratadine in patients with acquired cold urticaria (ACU)",2009-01-26,NA,ISRCTN number,results
2008-005451-23,"Vergleichende, randomisierte, kontrollierte und doppelblinde In-situ-Studie zur Wirkung von Speichelersatzmitteln auf Schmelz und Dentin",2009-01-26,NA,US NCT number,protocol
2008-005451-23,"Vergleichende, randomisierte, kontrollierte und doppelblinde In-situ-Studie zur Wirkung von Speichelersatzmitteln auf Schmelz und Dentin",2009-01-26,NA,other,protocol
2008-005451-23,"Vergleichende, randomisierte, kontrollierte und doppelblinde In-situ-Studie zur Wirkung von Speichelersatzmitteln auf Schmelz und Dentin",2009-01-26,NA,US NCT number,results
2008-005451-23,"Vergleichende, randomisierte, kontrollierte und doppelblinde In-situ-Studie zur Wirkung von Speichelersatzmitteln auf Schmelz und Dentin",2009-01-26,NA,ISRCTN number,results
2008-005213-22,SUPREMES - Sunphenon in progressive forms of multiple sclerosis,2008-08-22,NA,US NCT number,protocol
2008-005213-22,SUPREMES - Sunphenon in progressive forms of multiple sclerosis,2008-08-22,NA,other,protocol
2008-005213-22,SUPREMES - Sunphenon in progressive forms of multiple sclerosis,2008-08-22,NCT00799890,US NCT number,results
2008-005213-22,SUPREMES - Sunphenon in progressive forms of multiple sclerosis,2008-08-22,NA,ISRCTN number,results
2008-005167-33,Effect of gabapentine as symptomatic therapy for cerebellar ataxia in degenerative and inflammatory CNS-disease,2010-03-16,NA,US NCT number,protocol
2008-005167-33,Effect of gabapentine as symptomatic therapy for cerebellar ataxia in degenerative and inflammatory CNS-disease,2010-03-16,NA,other,protocol
2008-005167-33,Effect of gabapentine as symptomatic therapy for cerebellar ataxia in degenerative and inflammatory CNS-disease,2010-03-16,NA,US NCT number,results
2008-005167-33,Effect of gabapentine as symptomatic therapy for cerebellar ataxia in degenerative and inflammatory CNS-disease,2010-03-16,NA,ISRCTN number,results
2008-004182-26,"Antidepressive efficacy, safety, tolerability and genetic response predictors of lithium augmentation in Escitalopram-treated patients with major depression",2009-02-02,NA,US NCT number,protocol
2008-004182-26,"Antidepressive efficacy, safety, tolerability and genetic response predictors of lithium augmentation in Escitalopram-treated patients with major depression",2009-02-02,NA,other,protocol
2008-004182-26,"Antidepressive efficacy, safety, tolerability and genetic response predictors of lithium augmentation in Escitalopram-treated patients with major depression",2009-02-02,NA,US NCT number,results
2008-004182-26,"Antidepressive efficacy, safety, tolerability and genetic response predictors of lithium augmentation in Escitalopram-treated patients with major depression",2009-02-02,NA,ISRCTN number,results
2008-003256-29,Effect of Methylnaltrexone on Postoperative Analgesic Demands,2009-01-20,NA,US NCT number,protocol
2008-003256-29,Effect of Methylnaltrexone on Postoperative Analgesic Demands,2009-01-20,NA,other,protocol
2008-003256-29,Effect of Methylnaltrexone on Postoperative Analgesic Demands,2009-01-20,NA,US NCT number,results
2008-003256-29,Effect of Methylnaltrexone on Postoperative Analgesic Demands,2009-01-20,NA,ISRCTN number,results
2008-002226-11,Randomized Controlled Trial of Simvastatin in Amnestic MCI Patients,2008-09-03,NA,US NCT number,protocol
2008-002226-11,Randomized Controlled Trial of Simvastatin in Amnestic MCI Patients,2008-09-03,NA,other,protocol
2008-002226-11,Randomized Controlled Trial of Simvastatin in Amnestic MCI Patients,2008-09-03,NA,US NCT number,results
2008-002226-11,Randomized Controlled Trial of Simvastatin in Amnestic MCI Patients,2008-09-03,NA,ISRCTN number,results
2008-001849-26,"Multicentre, open phase II trial to evaluate safety and efficacy of a perioperative chemotherapy with docetaxel, cisplatin and capecitabin in patients suffering from adenocarcinoma of the stomach, gastroesophageal junction or distal esophagus.",2008-07-29,NA,US NCT number,protocol
2008-001849-26,"Multicentre, open phase II trial to evaluate safety and efficacy of a perioperative chemotherapy with docetaxel, cisplatin and capecitabin in patients suffering from adenocarcinoma of the stomach, gastroesophageal junction or distal esophagus.",2008-07-29,NA,other,protocol
2008-001849-26,"Multicentre, open phase II trial to evaluate safety and efficacy of a perioperative chemotherapy with docetaxel, cisplatin and capecitabin in patients suffering from adenocarcinoma of the stomach, gastroesophageal junction or distal esophagus.",2008-07-29,NA,US NCT number,results
2008-001849-26,"Multicentre, open phase II trial to evaluate safety and efficacy of a perioperative chemotherapy with docetaxel, cisplatin and capecitabin in patients suffering from adenocarcinoma of the stomach, gastroesophageal junction or distal esophagus.",2008-07-29,NA,ISRCTN number,results
2008-001770-33,"INVESTIGATOR-INITIATED SINGLE BLIND, TWO-ARMED, RANDOMIZED PHASE 3 CLINICAL TRIAL TO COMPARE EFFICACY OF 5% MINOXIDIL TOPICAL FOAM (5% MTF) ONCE DAILY VERSUS 2% MINOXIDIL TOPICAL SOLUTION (2% MTS) TWICE DAILY IN APPLICATION ON FEMALES WITH SLIGHTLY TO MODERATE ANDROGENETIC ALOPECIA CONCERNING HAIR VOLUME",2008-04-22,NA,US NCT number,protocol
2008-001770-33,"INVESTIGATOR-INITIATED SINGLE BLIND, TWO-ARMED, RANDOMIZED PHASE 3 CLINICAL TRIAL TO COMPARE EFFICACY OF 5% MINOXIDIL TOPICAL FOAM (5% MTF) ONCE DAILY VERSUS 2% MINOXIDIL TOPICAL SOLUTION (2% MTS) TWICE DAILY IN APPLICATION ON FEMALES WITH SLIGHTLY TO MODERATE ANDROGENETIC ALOPECIA CONCERNING HAIR VOLUME",2008-04-22,NA,other,protocol
2008-001770-33,"INVESTIGATOR-INITIATED SINGLE BLIND, TWO-ARMED, RANDOMIZED PHASE 3 CLINICAL TRIAL TO COMPARE EFFICACY OF 5% MINOXIDIL TOPICAL FOAM (5% MTF) ONCE DAILY VERSUS 2% MINOXIDIL TOPICAL SOLUTION (2% MTS) TWICE DAILY IN APPLICATION ON FEMALES WITH SLIGHTLY TO MODERATE ANDROGENETIC ALOPECIA CONCERNING HAIR VOLUME",2008-04-22,NA,US NCT number,results
2008-001770-33,"INVESTIGATOR-INITIATED SINGLE BLIND, TWO-ARMED, RANDOMIZED PHASE 3 CLINICAL TRIAL TO COMPARE EFFICACY OF 5% MINOXIDIL TOPICAL FOAM (5% MTF) ONCE DAILY VERSUS 2% MINOXIDIL TOPICAL SOLUTION (2% MTS) TWICE DAILY IN APPLICATION ON FEMALES WITH SLIGHTLY TO MODERATE ANDROGENETIC ALOPECIA CONCERNING HAIR VOLUME",2008-04-22,NA,ISRCTN number,results
2008-000653-36,Efficacy and tolerability of Docetaxel-Gemcitabin in patients with advanced non-small cell lung cancer and an ECOG-Performance-Index of 2. A multicenter phase II-trial.,2008-05-27,NA,US NCT number,protocol
2008-000653-36,Efficacy and tolerability of Docetaxel-Gemcitabin in patients with advanced non-small cell lung cancer and an ECOG-Performance-Index of 2. A multicenter phase II-trial.,2008-05-27,NA,other,protocol
2008-000653-36,Efficacy and tolerability of Docetaxel-Gemcitabin in patients with advanced non-small cell lung cancer and an ECOG-Performance-Index of 2. A multicenter phase II-trial.,2008-05-27,NA,US NCT number,results
2008-000653-36,Efficacy and tolerability of Docetaxel-Gemcitabin in patients with advanced non-small cell lung cancer and an ECOG-Performance-Index of 2. A multicenter phase II-trial.,2008-05-27,NA,ISRCTN number,results
2008-000247-34,Prospektive randomisierte Phase II/III-Studie zur selektiven COX-2-Inhibition beim chronischen Subduralhämatom (Prospective randomized phase II/III study for the selective COX-2-inhibition in chronic subdural haematoma),2008-08-05,NA,US NCT number,protocol
2008-000247-34,Prospektive randomisierte Phase II/III-Studie zur selektiven COX-2-Inhibition beim chronischen Subduralhämatom (Prospective randomized phase II/III study for the selective COX-2-inhibition in chronic subdural haematoma),2008-08-05,NA,other,protocol
2008-000247-34,Prospektive randomisierte Phase II/III-Studie zur selektiven COX-2-Inhibition beim chronischen Subduralhämatom (Prospective randomized phase II/III study for the selective COX-2-inhibition in chronic subdural haematoma),2008-08-05,NA,US NCT number,results
2008-000247-34,Prospektive randomisierte Phase II/III-Studie zur selektiven COX-2-Inhibition beim chronischen Subduralhämatom (Prospective randomized phase II/III study for the selective COX-2-inhibition in chronic subdural haematoma),2008-08-05,NA,ISRCTN number,results
2007-007657-31,Efficacy and safety of Miltefosine in antihistamine resistant chronic urticaria,2008-02-26,NA,US NCT number,protocol
2007-007657-31,Efficacy and safety of Miltefosine in antihistamine resistant chronic urticaria,2008-02-26,NA,other,protocol
2007-007657-31,Efficacy and safety of Miltefosine in antihistamine resistant chronic urticaria,2008-02-26,NA,US NCT number,results
2007-007657-31,Efficacy and safety of Miltefosine in antihistamine resistant chronic urticaria,2008-02-26,NA,ISRCTN number,results
2007-007637-39,Effects of NSAIDs on RAdiographic Damage in AS (ENRADAS) – a prospective randomised controlled trial - Amendment 2,2008-04-15,NA,US NCT number,protocol
2007-007637-39,Effects of NSAIDs on RAdiographic Damage in AS (ENRADAS) – a prospective randomised controlled trial - Amendment 2,2008-04-15,NA,other,protocol
2007-007637-39,Effects of NSAIDs on RAdiographic Damage in AS (ENRADAS) – a prospective randomised controlled trial - Amendment 2,2008-04-15,NA,US NCT number,results
2007-007637-39,Effects of NSAIDs on RAdiographic Damage in AS (ENRADAS) – a prospective randomised controlled trial - Amendment 2,2008-04-15,NA,ISRCTN number,results
2007-007011-85,Topical application of morphine for wound healing and analgesia in patients with painful oral lesions,2010-01-29,NA,US NCT number,protocol
2007-007011-85,Topical application of morphine for wound healing and analgesia in patients with painful oral lesions,2010-01-29,NA,other,protocol
2007-007011-85,Topical application of morphine for wound healing and analgesia in patients with painful oral lesions,2010-01-29,NA,US NCT number,results
2007-007011-85,Topical application of morphine for wound healing and analgesia in patients with painful oral lesions,2010-01-29,NA,ISRCTN number,results
2007-006438-33,Influence of I(f) blockade on orthostatic tolerance and sympathic activity in healthy subjects.,2008-04-22,NA,US NCT number,protocol
2007-006438-33,Influence of I(f) blockade on orthostatic tolerance and sympathic activity in healthy subjects.,2008-04-22,NA,other,protocol
2007-006438-33,Influence of I(f) blockade on orthostatic tolerance and sympathic activity in healthy subjects.,2008-04-22,NA,US NCT number,results
2007-006438-33,Influence of I(f) blockade on orthostatic tolerance and sympathic activity in healthy subjects.,2008-04-22,NA,ISRCTN number,results
2007-006126-10,pilot study to evaluate the efficacy of Efalizumab in patients with cutaneous t-cell lymphoma,2008-07-22,NA,US NCT number,protocol
2007-006126-10,pilot study to evaluate the efficacy of Efalizumab in patients with cutaneous t-cell lymphoma,2008-07-22,NA,other,protocol
2007-006126-10,pilot study to evaluate the efficacy of Efalizumab in patients with cutaneous t-cell lymphoma,2008-07-22,NA,US NCT number,results
2007-006126-10,pilot study to evaluate the efficacy of Efalizumab in patients with cutaneous t-cell lymphoma,2008-07-22,NA,ISRCTN number,results
2007-005475-34,Prospektive Studie zur potentiellen Protektion der Ovarfunktion von Frauen mit gynäkologischen Malignomen unter Chemotherapie mittels GnRH-Analoga-Applikation,2008-03-03,NA,US NCT number,protocol
2007-005475-34,Prospektive Studie zur potentiellen Protektion der Ovarfunktion von Frauen mit gynäkologischen Malignomen unter Chemotherapie mittels GnRH-Analoga-Applikation,2008-03-03,NA,other,protocol
2007-005475-34,Prospektive Studie zur potentiellen Protektion der Ovarfunktion von Frauen mit gynäkologischen Malignomen unter Chemotherapie mittels GnRH-Analoga-Applikation,2008-03-03,NA,US NCT number,results
2007-005475-34,Prospektive Studie zur potentiellen Protektion der Ovarfunktion von Frauen mit gynäkologischen Malignomen unter Chemotherapie mittels GnRH-Analoga-Applikation,2008-03-03,NA,ISRCTN number,results
2007-004674-49,Levosimendan vor Herz-Lungen-Maschine bei Coronary artery bypass graft-Operationen,2007-10-30,NA,US NCT number,protocol
2007-004674-49,Levosimendan vor Herz-Lungen-Maschine bei Coronary artery bypass graft-Operationen,2007-10-30,NA,other,protocol
2007-004674-49,Levosimendan vor Herz-Lungen-Maschine bei Coronary artery bypass graft-Operationen,2007-10-30,NA,US NCT number,results
2007-004674-49,Levosimendan vor Herz-Lungen-Maschine bei Coronary artery bypass graft-Operationen,2007-10-30,NA,ISRCTN number,results
2007-004401-10,"Hydrocortisone for Prevention of Septic Shock Placebo-controlled, randomised, double-blind study to investigate the efficacy and safety of low dose hydrocortisone to prevent the development of septic shock in patients with severe sepsis",2008-02-28,NA,US NCT number,protocol
2007-004401-10,"Hydrocortisone for Prevention of Septic Shock Placebo-controlled, randomised, double-blind study to investigate the efficacy and safety of low dose hydrocortisone to prevent the development of septic shock in patients with severe sepsis",2008-02-28,clinical trials NCT 00670254,other,protocol
2007-004401-10,"Hydrocortisone for Prevention of Septic Shock Placebo-controlled, randomised, double-blind study to investigate the efficacy and safety of low dose hydrocortisone to prevent the development of septic shock in patients with severe sepsis",2008-02-28,NCT00670254,US NCT number,results
2007-004401-10,"Hydrocortisone for Prevention of Septic Shock Placebo-controlled, randomised, double-blind study to investigate the efficacy and safety of low dose hydrocortisone to prevent the development of septic shock in patients with severe sepsis",2008-02-28,NA,ISRCTN number,results
2007-004150-85,Cardiac failure with normal ejection fraction: possible role of phosphodiesterase type 5 inhibitors,2007-12-04,NA,US NCT number,protocol
2007-004150-85,Cardiac failure with normal ejection fraction: possible role of phosphodiesterase type 5 inhibitors,2007-12-04,NA,other,protocol
2007-004150-85,Cardiac failure with normal ejection fraction: possible role of phosphodiesterase type 5 inhibitors,2007-12-04,NA,US NCT number,results
2007-004150-85,Cardiac failure with normal ejection fraction: possible role of phosphodiesterase type 5 inhibitors,2007-12-04,NA,ISRCTN number,results
2007-004134-16,Effectiveness and Safety of Pregabalin (Lyrica) in treatment of in-patients with ethanol withdrawal syndrom,2009-02-16,NA,US NCT number,protocol
2007-004134-16,Effectiveness and Safety of Pregabalin (Lyrica) in treatment of in-patients with ethanol withdrawal syndrom,2009-02-16,NA,other,protocol
2007-004134-16,Effectiveness and Safety of Pregabalin (Lyrica) in treatment of in-patients with ethanol withdrawal syndrom,2009-02-16,NA,US NCT number,results
2007-004134-16,Effectiveness and Safety of Pregabalin (Lyrica) in treatment of in-patients with ethanol withdrawal syndrom,2009-02-16,NA,ISRCTN number,results
2007-003813-15,"CONKO-005: Adjuvante Therapie des R0-resezierten Pankreaskarzinoms mit Gemcitabin plus Erlotinib versus Gemcitabin über 24 Wochen – eine prospektive, randomisierte, Phase III Studie",2007-10-26,NA,US NCT number,protocol
2007-003813-15,"CONKO-005: Adjuvante Therapie des R0-resezierten Pankreaskarzinoms mit Gemcitabin plus Erlotinib versus Gemcitabin über 24 Wochen – eine prospektive, randomisierte, Phase III Studie",2007-10-26,NA,other,protocol
2007-003813-15,"CONKO-005: Adjuvante Therapie des R0-resezierten Pankreaskarzinoms mit Gemcitabin plus Erlotinib versus Gemcitabin über 24 Wochen – eine prospektive, randomisierte, Phase III Studie",2007-10-26,NA,US NCT number,results
2007-003813-15,"CONKO-005: Adjuvante Therapie des R0-resezierten Pankreaskarzinoms mit Gemcitabin plus Erlotinib versus Gemcitabin über 24 Wochen – eine prospektive, randomisierte, Phase III Studie",2007-10-26,NA,ISRCTN number,results
2007-003775-39,"Randomised, placebo-controlled parallel-group trial to evaluate an oral dose of 10 mg Olanzapin combined with Riluzol for the treatment of appetite loss on patients with amyotrophic lateral sklerosis",2008-09-09,NA,US NCT number,protocol
2007-003775-39,"Randomised, placebo-controlled parallel-group trial to evaluate an oral dose of 10 mg Olanzapin combined with Riluzol for the treatment of appetite loss on patients with amyotrophic lateral sklerosis",2008-09-09,NA,other,protocol
2007-003775-39,"Randomised, placebo-controlled parallel-group trial to evaluate an oral dose of 10 mg Olanzapin combined with Riluzol for the treatment of appetite loss on patients with amyotrophic lateral sklerosis",2008-09-09,NA,US NCT number,results
2007-003775-39,"Randomised, placebo-controlled parallel-group trial to evaluate an oral dose of 10 mg Olanzapin combined with Riluzol for the treatment of appetite loss on patients with amyotrophic lateral sklerosis",2008-09-09,NA,ISRCTN number,results
2007-003111-31,Influence of postoperative influenza vaccination versus GM-CSF in immune-compromised patients undergoing pancreatic or esophageal resection on the course of immunosuppression and the postoperative infection rate.,2008-05-16,NA,US NCT number,protocol
2007-003111-31,Influence of postoperative influenza vaccination versus GM-CSF in immune-compromised patients undergoing pancreatic or esophageal resection on the course of immunosuppression and the postoperative infection rate.,2008-05-16,ARTVI ARTVI,other,protocol
2007-003111-31,Influence of postoperative influenza vaccination versus GM-CSF in immune-compromised patients undergoing pancreatic or esophageal resection on the course of immunosuppression and the postoperative infection rate.,2008-05-16,NA,US NCT number,results
2007-003111-31,Influence of postoperative influenza vaccination versus GM-CSF in immune-compromised patients undergoing pancreatic or esophageal resection on the course of immunosuppression and the postoperative infection rate.,2008-05-16,NA,ISRCTN number,results
2007-002967-28,Pilot open label clinical trial with Abatacept in Ankylosing Spondylitis,2007-08-24,NA,US NCT number,protocol
2007-002967-28,Pilot open label clinical trial with Abatacept in Ankylosing Spondylitis,2007-08-24,NA,other,protocol
2007-002967-28,Pilot open label clinical trial with Abatacept in Ankylosing Spondylitis,2007-08-24,NA,US NCT number,results
2007-002967-28,Pilot open label clinical trial with Abatacept in Ankylosing Spondylitis,2007-08-24,NA,ISRCTN number,results
2007-002223-32,"A multicentre, double-blind, randomised placebo-controlled trial of sodium bicarbonate to prevent acute kidney injury in patients undergoing cardiopulmonary bypass surgery.",2008-02-07,NA,US NCT number,protocol
2007-002223-32,"A multicentre, double-blind, randomised placebo-controlled trial of sodium bicarbonate to prevent acute kidney injury in patients undergoing cardiopulmonary bypass surgery.",2008-02-07,NA,other,protocol
2007-002223-32,"A multicentre, double-blind, randomised placebo-controlled trial of sodium bicarbonate to prevent acute kidney injury in patients undergoing cardiopulmonary bypass surgery.",2008-02-07,NA,US NCT number,results
2007-002223-32,"A multicentre, double-blind, randomised placebo-controlled trial of sodium bicarbonate to prevent acute kidney injury in patients undergoing cardiopulmonary bypass surgery.",2008-02-07,NA,ISRCTN number,results
2007-002023-32,Niaspan for the treatment of endothelial dysfunction in patients without hyperlipoproteinemia,2007-06-04,NA,US NCT number,protocol
2007-002023-32,Niaspan for the treatment of endothelial dysfunction in patients without hyperlipoproteinemia,2007-06-04,NA,other,protocol
2007-002023-32,Niaspan for the treatment of endothelial dysfunction in patients without hyperlipoproteinemia,2007-06-04,NA,US NCT number,results
2007-002023-32,Niaspan for the treatment of endothelial dysfunction in patients without hyperlipoproteinemia,2007-06-04,NA,ISRCTN number,results
2007-001787-71,The influence of Rimonabant induced cannabinoid receptor blocking on the mass and function of the left ventricle in patients with abdominal adiposity,2007-12-17,NA,US NCT number,protocol
2007-001787-71,The influence of Rimonabant induced cannabinoid receptor blocking on the mass and function of the left ventricle in patients with abdominal adiposity,2007-12-17,NA,other,protocol
2007-001787-71,The influence of Rimonabant induced cannabinoid receptor blocking on the mass and function of the left ventricle in patients with abdominal adiposity,2007-12-17,NA,US NCT number,results
2007-001787-71,The influence of Rimonabant induced cannabinoid receptor blocking on the mass and function of the left ventricle in patients with abdominal adiposity,2007-12-17,NA,ISRCTN number,results
2007-001677-28,"Quantification of the anesthetic effect of nitrous oxide using intravenous ""closed-loop"" anesthesia",2007-07-02,NA,US NCT number,protocol
2007-001677-28,"Quantification of the anesthetic effect of nitrous oxide using intravenous ""closed-loop"" anesthesia",2007-07-02,NA,other,protocol
2007-001677-28,"Quantification of the anesthetic effect of nitrous oxide using intravenous ""closed-loop"" anesthesia",2007-07-02,NA,US NCT number,results
2007-001677-28,"Quantification of the anesthetic effect of nitrous oxide using intravenous ""closed-loop"" anesthesia",2007-07-02,NA,ISRCTN number,results
