euctr_id,title,member_state,trial_status,sponsor_name,sponsor_status,sponsor_country,funder,reg_date,row
2015-003429-32,"“Ibrutinib (Imbruvica®), Bortezomib (Velcade®) s.c., Rituximab, CHOP for the treatment of elderly patients (age 61-80 years) with CD20+ diffuse large B-cell lymphoma, IPI ≥ 2”",Germany - BfArM,Ongoing,Charité - Universitätsmedizin Berlin,Commercial,Germany,Janssen-Cilag GmbH,2016-08-19,1
2015-003429-32,"“Ibrutinib (Imbruvica®), Bortezomib (Velcade®) s.c., Rituximab, CHOP for the treatment of elderly patients (age 61-80 years) with CD20+ diffuse large B-cell lymphoma, IPI ≥ 2”",Austria - BASG,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Janssen-Cilag GmbH,2020-04-03,2
2014-003457-34,"Safety of autologous CardAP-cells in patients with dilatative cardiomyopathy: an open, monocentric, double-arm, 3+3 dose escalation, phase I/II study",Germany - PEI,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Charité Universitätsmedizin Berlin,2018-07-27,1
2014-002439-32,A Randomized Phase II Trial of Transarterial Radioembolization with Yttrium-90 (SIRT) in Comparison to Transarterial Chemoembolization with Cisplatin (TACE) in Patients with Liver Metastases from Uveal Melanoma,Germany - BfArM,Ongoing,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,Sirtex Medical Inc,2015-02-13,1
2014-000097-19,"Open, comparative, randomized study on the efficacy, safety and bioavailability of highly concentrated inhaled epinephrine (4 mg L-epinephrine / ml, Infectokrupp® Inhal) versus epinephrine autoinjector application (Fastjekt® Junior) in infants with acute anaphylactic reaction during a food provocation",Germany - BfArM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2016-01-12,1
2013-001599-40,"Evaluation of the safety, tolerability, efficacy and immunological responses of the interleukin-2 analogue Aldesleukin (Proleukin®) in the treatment of systemic lupus erythematosus as prototypic autoimmune disease (PRO-IMMUN).",Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,DFG (BMBF),2013-11-14,1
2013-001294-24,The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Natural regulatory T-cells (nTregs) Trial.,Germany - PEI,Completed,Medizinischen Klinik mit Schwerpunkt Nephrologie und Internistische Intensivmedizin/Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,European Commission,2014-04-24,1
2012-001209-26,Efficacy of Tranylcypromine (TCP) in daily doses up to 60mg and lithiumaugmentation (Li.-Aug.) of antidepressants inn the acute treatmet of therapy-resistant Depression. An open randomized study in a Simon-phase-II-design.,Germany - BfArM,Restarted,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,ARISTO Pharma GmbH,2013-09-17,1
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Sweden - MPA,,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-02-01,1
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Germany - BfArM,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-02-09,2
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Denmark - DHMA,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-02-11,3
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Portugal - INFARMED,,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-03-01,4
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Austria - BASG,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-03-03,5
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Norway - NOMA,,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-03-14,6
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Finland - Fimea,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-04-22,7
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,France - ANSM,,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-04-26,8
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Czech Republic - SUKL,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2016-09-21,9
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Belgium - FPS Health-DGM,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2017-05-30,10
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Spain - AEMPS,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2017-08-10,11
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,Netherlands - Competent Authority,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,EU Project FP7,2020-01-06,12
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Sweden - MPA,Completed,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2012-12-17,1
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Portugal - INFARMED,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2012-12-19,2
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010.,UK - MHRA,GB - no longer in EU/EEA,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2012-12-19,3
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Germany - PEI,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2012-12-19,4
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Belgium - FPS Health-DGM,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2012-12-20,5
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Austria - BASG,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2013-01-14,6
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Ireland - HPRA,Completed,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2013-01-22,7
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Finland - Fimea,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2013-02-19,8
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Denmark - DHMA,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2013-02-25,9
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Czech Republic - SUKL,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2013-03-15,10
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Italy - Italian Medicines Agency,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2013-07-04,11
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Netherlands - Competent Authority,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2014-10-14,12
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010 - A randomized Phase III Study Conducted by the Resistant Disease Committee of the International BFM Study Group,France - ANSM,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2015-08-07,13
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010. A randomized Phase III Study Conducted by the Resistant Disease Committee of the International BFM Study Group.,Poland - Office for Medicinal Products,,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2017-07-07,14
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,Spain - AEMPS,Ongoing,Charité - University Hospital of Berlin,Non-Commercial,Germany,EU Project FP7,2018-11-05,15
2011-000259-17,A phase I/II study of Pazopanib and weekly Topotecan in patients with platinum-resistant or intermediate-sensitive recurrent ovarian cancer,Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Novartis Pharma GmbH,2011-12-07,1
2009-014844-13,Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,Germany - BfArM,Prematurely Ended,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2009-12-29,1
2009-011277-33,A therapy and pharmacokinetics study of temsirolimus in patients with refractory and recidivated primary CNS lymphoma,Germany - BfArM,Completed,Charité - University Hospital of Berlin,Non-Commercial,Germany,NA,2009-05-26,1
2009-009928-37,Phase 1/2 Studie: CONKO-008 Oxaliplatin/Folinsäure/5-Fluorouracil (24h) in Kombination mit Lapatinib in der Zweitlinientherapie des Pankreaskarzinoms nach Progress unter Gemcitabin-Monotherapie,Germany - BfArM,Completed,Charite Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2009-08-12,1
2008-006055-52,Everolimus (RAD001) in combination with intravenous carboplatin in taxane- and anthracycline-pretreated patients with progressive metastatic breast cancer,Germany - BfArM,Prematurely Ended,Charité - University Hospital of Berlin,Non-Commercial,Germany,NA,2008-11-17,1
2007-003642-15,"A Randomized, Double-blind Superiority Trial to Evaluate the Safety, Tolerability, and Efficacy of Belimumab in Refractory ITP Subjects",Germany - PEI,Prematurely Ended,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2008-01-24,1
2007-003370-26,"A prospective, single center, double blind, placebo controlled study of adipocytokines, adipose tissue gene expression and hepatic insulin clearance in the therapeutic response to vildagliptin in man",Germany - BfArM,Ongoing,Charite Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2009-06-18,1
2006-006962-41,Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,Germany - PEI,Prematurely Ended,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Novartis,2007-08-13,1
2006-001269-40,Induction of Tolerance with Immunoablation and Autologous Hematopoietic Stem Cell Transplantation (ASCT) for Severe Systemic Lupus Erythematosus (SLE) Refractory to Standard Immunosuppressive Therapy,Germany - PEI,Ongoing,Charité University Medicine,Non-Commercial,Germany,NA,2008-03-11,1
2004-002646-35,Pilot study for evaluation of growth factor erythropoietin beta for improvement of left ventricular function after coronary interventions,Germany - BfArM,Completed,"Franz Volhard Clinic, Charite Campus Buch",Non-Commercial,Germany,NA,2006-05-08,1
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",France - ANSM,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Astellas Europe (unrestricted grant),2018-05-03,1
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",UK - MHRA,GB - no longer in EU/EEA,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Astellas Europe (unrestricted grant),2018-05-22,2
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",Austria - BASG,Prematurely Ended,"Charité Universitätsmedizin Berlin, Medizinische Klinik m.S. Nephrologie",Non-Commercial,Germany,Astellas Europe (unrestricted grant),2018-07-16,3
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",Spain - AEMPS,Prematurely Ended,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Astellas Europe (unrestricted grant),2018-08-02,4
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",Denmark - DHMA,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,Astellas Europe (unrestricted grant),2018-08-17,5
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,Germany - BfArM,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Biodrim Consortium,2015-02-20,1
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,Spain - AEMPS,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Biodrim Consortium,2015-03-03,2
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,Czech Republic - SUKL,Completed,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Biodrim Consortium,2015-07-24,3
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,Netherlands - Competent Authority,Ongoing,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Biodrim Consortium,2015-09-29,4
2013-003542-17,"A multi-center, randomized, double blind, dose escalating phase III study on the efficacy, safety and long term outcome of continuous vs. on demand treatment of chronic spontaneous urticaria with rupatadine",Germany - BfArM,Completed,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,GA²LEN e.V.,2014-04-07,1
2013-003542-17,"A multi-center, randomized, double blind, dose escalating phase III study on the efficacy, safety and long term outcome of continuous vs. on demand treatment of chronic spontaneous urticaria with rupatadine",Spain - AEMPS,Ongoing,Charité Universitätsmedizin Berlin,Non-Commercial,Germany,GA²LEN e.V.,2014-10-16,2
2007-007034-18,Phase II-Studie zur Erfassung der Effektivität einer wöchentlich verabreichten Docetaxel-Carboplatin/Cisplatin-Cetuximab-Kombination (DCC) bei fortgeschrittenen Plattenepithelkarzinomen des Oropharynx und der Mundhöhle,Germany - PEI,Completed,Charité Universitätsmedizin Berlin - CVK,Non-Commercial,Germany,NA,2008-08-15,1
2006-005778-34,Multicenter European pilot study of 90Yttrium-ibritumomab tiuxetan as first line therapy for stage III – IV follicular lymphoma (and selected patients with extended stage II) followed by consolidation Rituximab for patients in complete remission but with persistent molecular disease,Germany - PEI,Completed,"Charité-Universitätsmedizin Berlin, Germany",Non-Commercial,Germany,NA,2007-01-05,1
2006-005778-34,Multicenter European pilot study of 90Yttrium-ibritumomab tiuxetan as first line therapy for stage III-IV follicular lymphoma (and selected patients with extended stage II) followed by consolidation Rituximab for patients in complete remission but with persistent molecular disease.,Sweden - MPA,Ongoing,Charite-Universitätsmedizin Berlin Germany,Non-Commercial,Germany,NA,2007-04-13,2
2006-005778-34,Multicenter European pilot study of 90Yttrium-ibritumomab tiuxetan as first line therapy for stage III – IV follicular lymphoma (and selected patients with extended stage II) followed by consolidation Rituximab for patients in complete remission but with persistent molecular disease,Austria - BASG,Completed,"Charité-Universitätsmedizin Berlin, Germany",Non-Commercial,Germany,NA,2007-04-25,3
2004-002420-18,"A prospective, non-randomized, non-controlled, open label, multicenter phase II Study: PTK 787/ ZK222584 in patients with advanced neuroendocrine tumors.",Germany - BfArM,Completed,"Prof. B. Wiedenmann, Klinik für Gastroenterologie, Charité, Campus Virchow",Non-Commercial,Germany,NA,2005-02-11,1
2004-002420-18,"A prospective, non-randomised, non-controlled, open label, multicentre phase II study: PTK 787/ZK222584 in patients with advanced neuroendocrine tumours",UK - MHRA,GB - no longer in EU/EEA,CHARITE Universitätsmedizin Berlin Campus Virchow-Klinikum,Non-Commercial,Germany,NA,2005-03-16,2
