euctr_id,title,member_state,trial_status,sponsor_name,sponsor_status,sponsor_country,funder,reg_date
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Sweden - MPA,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-02-16
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Ireland - HPRA,Completed,Agence nationale de recherches sur le sida et les hépatites virales (National Agency for AIDS-ANRS),Non-Commercial,France,NA,2010-02-16
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Denmark - DHMA,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-02-17
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Portugal - INFARMED,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-02-18
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Austria - BASG,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-02-23
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Germany - BfArM,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-03-05
2009-015113-44,An open label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naive subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,UK - MHRA,Completed,INSERM-ANRS,Non-Commercial,France,NA,2010-03-17
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Poland - Office for Medicinal Products,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-05-10
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral na�ve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir.,Italy - Italian Medicines Agency,Completed,Agence nationale de recherches sur le sida et les h�patites virales ANRS,Non-Commercial,France,NA,2010-05-13
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Belgium - FPS Health-DGM,Completed,Inserm- ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-06-02
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Netherlands - Competent Authority,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-06-10
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Hungary - National Institute of Pharmacy,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-06-14
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Greece - EOF,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-06-30
2009-015113-44,"Ensayo abierto, aleatorizado, de dos años de duración, en el que se comparan dos regímenes de primera línea en sujetos infectados por el VIH que no han recibido tratamiento antirretroviral previo: darunavir/r + tenofovir/emtricitabina vs darunavir/r + raltegravir",Spain - AEMPS,Completed,ANSR,Non-Commercial,France,NA,2010-02-12
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,France - ANSM,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-02-15
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Sweden - MPA,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-02-16
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Ireland - HPRA,Completed,Agence nationale de recherches sur le sida et les hépatites virales (National Agency for AIDS-ANRS),Non-Commercial,France,NA,2010-02-16
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Denmark - DHMA,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-02-17
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Portugal - INFARMED,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-02-18
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Austria - BASG,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-02-23
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Germany - BfArM,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-03-05
2009-015113-44,An open label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naive subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,UK - MHRA,Completed,INSERM-ANRS,Non-Commercial,France,NA,2010-03-17
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Poland - Office for Medicinal Products,Completed,Inserm-ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-05-10
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral na�ve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir.,Italy - Italian Medicines Agency,Completed,Agence nationale de recherches sur le sida et les h�patites virales ANRS,Non-Commercial,France,NA,2010-05-13
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Belgium - FPS Health-DGM,Completed,Inserm- ANRS (Agence nationale de recherches sur le sida et les hépatites virales),Non-Commercial,France,NA,2010-06-02
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Netherlands - Competent Authority,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-06-10
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Hungary - National Institute of Pharmacy,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-06-14
2009-015113-44,An open-label randomised two-year trial comparing two first-line regimens in HIV-infected antiretroviral naïve subjects: darunavir/r + tenofovir/emtricitabine vs. darunavir/r + raltegravir,Greece - EOF,Completed,Agence nationale de recherches sur le sida et les hépatites virales ANRS,Non-Commercial,France,NA,2010-06-30
2009-017052-27,"A Phase II Study to Evaluate the Immunogenicity, Safety and Tolerability of a H1N1 Influenza Vaccine in Immunocompromised Adults Who Have Undergone Solid Organ Transplantation or Bone Marrow Transplantation and in Age-Matched Healthy Volunteers",Germany - PEI,Completed,Medizinische Hochschule Hannover,Non-Commercial,Germany,NA,2009-12-01
2009-013328-21,"A Randomized, Double-blind, Placebo-controlled, Parallel Group, Multiple Dose, Multicenter Study to Assess the Safety and Efficacy of BGP-15 when Administered Orally Once or Twice Daily as Add-on Therapy to the Combination of Metformin and Sulfonylurea Treatment or Metformin Alone in Patients with Type 2 Diabetes Mellitus",Hungary - National Institute of Pharmacy,Prematurely Ended,"N-GENE Research Laboratories, Inc.",Commercial,United States,NA,2011-01-11
2009-015537-67,"Untersuchung der Wirksamkeit und Sicherheit von Vareniclin in der Postakutbehandlung der Alkoholabhängigkeit - eine prospektive, bizentrische, doppelblinde, placebokontrollierte, randomisierte Phase II Studie",Germany - BfArM,Prematurely Ended,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,Non-Commercial,Germany,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,2009-10-26
2009-014691-21,"GAND-emesis: A multinational, randomized, double-blind, placebo-controlled, parallel-group study to investigate the efficacy and tolerability of palonosetron and dexamethasone plus the neurokinin1-receptor antagonist, fosaprepitant dimeglumine or placebo in patients receiving radiotherapy and concomitant weekly cisplatin.",Denmark - DHMA,Completed,Odense University Hospital,Non-Commercial,Denmark,Odense University Hospital,2010-01-06
2009-014691-21,"GAND-emesis A multinational, randomized, double-blind, placebo-controlled, parallel-group study to investigate the efficacy and tolerability of palonosetron and dexamethasone plus the neurokinin1-receptor antagonist, fosaprepitant dimeglumine or placebo in patients receiving radiotherapy and concomitant weekly cisplatin",Germany - BfArM,Completed,Odense University Hospital,Non-Commercial,Denmark,Odense University Hospital,2011-12-06
2007-004611-61,"Prospektive, randomisierte, monozentrische 2-armige Studie zum Einsatz von Daptomycin in der antibiotischen Prophylaxe von sternalen Wundinfektionen nach medianer Sternotomie",Germany - BfArM,Completed,Medizinische Hochschule Hannover (MHH),Non-Commercial,Germany,NA,2007-10-31
2009-012013-22,"A Multicentre, International, Adaptive, Open-label, Repeated Administration Pharmacokinetic Study of Bilastine in Children from 2 to <12 Years of age with Allergic Rhinoconjunctivitis or Chronic Urticaria",Germany - BfArM,Completed,FAES FARMA S.A.,Commercial,Spain,NA,2009-08-05
2009-012013-22,"A Multicentre, International, Adaptive, Open-label, Repeated Administration Pharmacokinetic Study of Bilastine in Children from 2 to <12 Years of Age with Allergic Rhinoconjunctivitis or Chronic Urticaria Estudio farmacocinético multicéntrico, internacional, adaptativo, abierto, de administración repetida de bilastina en niños de 2 a <12 años con rinoconjuntivitis alérgica o urticaria crónica",Spain - AEMPS,Completed,FAES FARMA S.A.,Commercial,Spain,NA,2009-08-24
2009-012013-22,"A Multicentre, International, Adaptive, Open-label, Repeated Administration Pharmacokinetic Study of Bilastine in Children from 2 to <12 Years of age with Allergic Rhinoconjunctivitis or Chronic Urticaria",Sweden - MPA,Completed,FAES FARMA S.A.,Commercial,Spain,FAES Farma S.A.,2009-08-24
2009-015496-27,Wirksamkeit von Etoricoxib bei Patienten mit neuropathischen Schmerzen mit und ohne peripherer Hyperalgesie (Efficacy of etoricoxibe in patients with neuropathic pain with and without peripheral hyperalgesia),Germany - BfArM,Ongoing,BG university hospital Bergmannsheil GmbH,Non-Commercial,Germany,NA,2009-12-28
2009-014677-41,"CHAMP – An open-label, randomised, multicentre, phase II clinical study of panitumumab plus pemetrexed and cisplatin (PemCisP) versus PemCis in the first-line treatment of patients with stage IIIB or IV primary nonsquamous non-small cell lung cancer, with particular regard to the KRAS status",Germany - PEI,Prematurely Ended,GMIHO Gesellschaft für Medizinische Innovation - Hämatologie und Onkologie mbH,Non-Commercial,Germany,AMGEN GmbH,2009-11-02
2009-014918-99,"Intra-articular treatment with MEN16132 in patients with symptomatic primary osteoarthritis of the knee: A randomised, multi-centre, double blind, placebo controlled, five parallel group, dose finding study",Germany - BfArM,Completed,"Menarini Ricerche, S.p.A",Commercial,Italy,NA,2009-10-22
2009-014918-99,"Intra-articular treatment with MEN16132 in patients with symptomatic primary osteoarthritis of the knee: A randomised, multicentre, double blind, placebo controlled, five parallel group, dose finding study",Italy - Italian Medicines Agency,Completed,MENARINI RICERCHE S.P.A.,Commercial,Italy,NA,2009-11-17
2009-014918-99,"TRATAMIENTO INTRAARTICULAR CON MEN 16132 EN PACIENTES AFECTOS DE OSTEOARTRITIS PRIMARIA DE RODILLA EN FASE SINTOMÁTICA: ESTUDIO ALEATORIZADO MULTICÉNTRICO DE BÚSQUEDA DE DOSIS, DOBLE CIEGO Y CONTROLADO CON PLACEBO EN 5 GRUPOS PARALELOS Intra-articular treatment with MEN16132 in patients with symptomatic primary osteoarthritis of the knee: A randomised, multi-centre, double blind, placebo controlled, five parallel group, dose finding study",Spain - AEMPS,Completed,"Menarini Ricerche, S.p.A",Commercial,Italy,NA,2009-11-24
2011-000369-11,"Open-label, single-dose study to evaluate the response and pharmacokinetics/pharmacodynamics of different doses of Cinryze® [C1 Inhibitor (human)] for treatment of acute angioedema attacks in children less than 12 years of age with hereditary angioedema (Protocol 0624-203).",Hungary - National Institute of Pharmacy,Completed,ViroPharma Incorporated,Commercial,United States,ViroPharma Incorporated,2011-03-19
2011-000369-11,Open-label single-dose study to evaluate the response and pharmacokinetics/pharmacodynamics of different doses of Cinryze® [C1 Inhibitor (human)] for treatment of acute angioedema attacks in children less than 12 years of age with hereditary angioedema (Protocol 0624-203).,Germany - PEI,Completed,ViroPharma Incorporated,Commercial,United States,ViroPharma Incorporated,2011-08-30
2009-011020-65,A phase III study of lenalidomide maintenance after debulking therapy in patients with advanced cutaneous T-cell lymphoma.,Germany - BfArM,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,European Organisation for Research and Treatment of Cancer,2010-01-18
2009-011020-65,A phase III study of lenalidomide maintenance after debulking with gemcitabine or liposomal doxorubicin +/- radiotherapy in patients with advanced cutaneous T-cell lymphoma not previously treated with intravenous chemotherapy.,France - ANSM,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,NA,2010-01-19
2009-011020-65,A phase III study of lenalidomide maintenance after debulking therapy in patients with advanced cutaneous T-cell lymphoma.,Austria - BASG,Completed,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,European Organisation for Research and Treatment of Cancer,2010-01-19
2009-011020-65,A phase III study of lenalidomide maintenance after debulking therapy in patients with advanced cutaneous T-cell lymphoma.,Finland - Fimea,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,European Organisation for Research and Treatment of Cancer,2010-01-21
2009-011020-65,A phase III study of lenalidomide maintenance after debulking with gemcitabine or liposomal doxorubicin +/- radiotherapy in patients with advanced cutaneous T-cell lymphoma not previously treated with intravenous chemotherapy.,Denmark - DHMA,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,EORTC,2010-01-25
2009-011020-65,Un estudio en fase III sobre lenalidomida como mantenimiento tras citorreducción con gemcitabina o doxorrubicina liposómica +/- radioterapia en pacientes con linfoma cutáneo de células T avanzado no tratado previamente con quimioterapia intravenosa. (A phase III study of lenalidomide maintenance after debulking with gemcitabine or liposomal doxorubicin +/- radiotherapy in patients with advanced cutaneous T-cell lymphoma not previously treated with intravenous chemotherapy.),Spain - AEMPS,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,NA,2010-02-08
2009-011020-65,A phase III study of lenalidomide maintenance after debulking therapy in patients with advanced cutaneous T-cell lymphoma.,UK - MHRA,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,European Organisation for Research and Treatment of Cancer,2010-03-15
2009-011020-65,A phase III study of lenalidomide maintenance after debulking with gemcitabine or liposomal doxorubicin +/- radiotherapy in patients with advanced cutaneous T-cell lymphoma not previously treated with intravenous chemotherapy.,Netherlands - Competent Authority,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,NA,2010-03-17
2009-011020-65,A phase III study of lenalidomide maintenance after debulking therapy in patients with advanced cutaneous T-cell lymphoma.,Belgium - FPS Health-DGM,Prematurely Ended,European Organisation for Research and Treatment of Cancer,Non-Commercial,Belgium,European Organisation for Research and Treatment of Cancer,2011-04-11
2010-018739-17,"A Randomized, Placebo-controlled, Double-blind Phase 2 Study of Second-line Treatment with OSI-906 in Patients with Advanced Hepatocellular Carcinoma (HCC) after Failure of First-line Treatment with Sorafenib",Belgium - FPS Health-DGM,Prematurely Ended,"Astellas Pharma Global Development, Inc.",Commercial,United States,"Astellas Pharma Global Development, Inc.",2010-06-22
2010-018739-17,"A Randomized, Placebo-controlled, Double-blind Phase 2 Study of Second-line Treatment with OSI-906 in Patients with Advanced Hepatocellular Carcinoma (HCC) after Failure of First-line Treatment with Sorafenib",Spain - AEMPS,Prematurely Ended,"OSI Pharmaceuticals, Inc.",Commercial,United States,NA,2010-08-12
2010-018739-17,"A Randomized, Placebo-controlled, Double-blind Phase 2 Study of Second-line Treatment with OSI-906 in Patients with Advanced Hepatocellular Carcinoma (HCC) after Failure of First-line Treatment with Sorafenib",Germany - BfArM,Completed,"Astellas Pharma Global Development, Inc.",Commercial,United States,NA,2010-09-21
2010-018739-17,"A randomized, placebo-controlled, double-blind, phase 2 study of second-line treatment with OSI-906 in patients with advanced hepatocellular carcinoma (HCC) after failure of first-line treatment with sorafenib",Italy - Italian Medicines Agency,Prematurely Ended,"ASTELLAS PHARMA GLOBAL DEVELOPMENT, INC.",Commercial,United States,"Astellas Pharma Global Development, Inc.",2012-01-05
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Compare the Time to Response of Lisdexamfetamine Dimesylate to Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy.",UK - MHRA,Completed,Shire Pharmaceutical Development Limited,Commercial,United Kingdom,Shire Pharmaceutical Development Ltd,2009-07-06
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Compare the Time to Response of Lisdexamfetamine Dimesylate to Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy.",Germany - BfArM,Completed,Shire Pharmaceutical Development Ltd.,Commercial,United Kingdom,Shire Pharmaceutical Development Ltd,2009-08-14
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Compare the Time to Response of Lisdexamfetamine Dimesylate to Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy.",Sweden - MPA,Completed,Shire Pharmaceutical Development Ltd.,Commercial,United Kingdom,Shire Pharmaceutical Development Ltd,2009-08-28
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Assess the Time to Response to Lisdexamfetamine Dimesylate and Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy.",France - ANSM,,Shire Pharmaceutical Development Ltd.,Commercial,United Kingdom,NA,2009-09-07
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Assess the Time to Response to Lisdexamfetamine Dimesylate and Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy. Estudio de fase IIIb, doble ciego, aleatorizado, controlado con fármaco activo y en grupos paralelos para evaluar el tiempo hasta la respuesta a lisdexanfetamina dimesilato y atomoxetina clorhidrato en niños y adolescentes de 6 a 17 años con Trastorno por Déficit de Atención con Hiperactividad (TDAH) que han presentado respuesta inadecuada al tratamiento con metilfenidato",Spain - AEMPS,Completed,Shire Pharmaceutical Development Ltd.,Commercial,United Kingdom,NA,2009-10-01
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Compare the Time to Response of Lisdexamfetamine Dimesylate to Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy.",Belgium - FPS Health-DGM,Completed,Shire Pharmaceutical Development Ltd.,Commercial,United Kingdom,Shire Pharmaceutical Development Ltd,2009-10-29
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Compare the Time to Response of Lisdexamfetamine Dimesylate to Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy.",Poland - Office for Medicinal Products,Completed,Shire Pharmaceutical Development Limited,Commercial,United Kingdom,Shire Pharmaceutical Development Ltd,2011-04-21
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel-group Study to Compare the Time to Response of Lisdexamfetamine Dimesylate to Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy.",Hungary - National Institute of Pharmacy,Completed,Shire Pharmaceutical Development Limited,Commercial,United Kingdom,Shire Pharmaceutical Development Ltd,2011-05-31
2009-011745-94,"A Phase 3b, Double-blind, Randomised, Active-controlled, Parallel group Study to Assess the Time to Response to Lisdexamfetamine Dimesylate and Atomoxetine Hydrochloride in Children and Adolescents aged 6-17 years with Attention-Deficit/Hyperactivity Disorder (ADHD) Who Have Had an Inadequate Response to Methylphenidate Therapy",Italy - Italian Medicines Agency,Completed,Shire Pharmaceutical Development LtD,Commercial,United Kingdom,Shire Pharmaceutical Development Ltd,2012-05-28
2009-011902-41,Split-dose TPF-Induction chemotherapy before Surgery of Oropharyngeal and cavity of the mouth Cancer,Germany - BfArM,Completed,"Universitätsklinikum Jena, Friedrich-Schiller-Universität Jena",Non-Commercial,Germany,NA,2009-06-22
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",Germany - BfArM,Completed,Gilead Sciences Incorporated,Commercial,United States,Gilead Sciences Inc.,2010-04-01
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",Belgium - FPS Health-DGM,Completed,Gilead Sciences Incorporated,Commercial,United States,Gilead Sciences Inc,2010-04-07
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",Netherlands - Competent Authority,Completed,Gilead Sciences Incorporated,Commercial,United States,NA,2010-04-08
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",France - ANSM,Completed,Gilead Sciences Incorporated,Commercial,United States,NA,2010-04-09
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",Portugal - INFARMED,Completed,Gilead Sciences Incorporated,Commercial,United States,NA,2010-04-12
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",UK - MHRA,Completed,Gilead Sciences Incorporated,Commercial,United States,Gilead Sciences Inc.,2010-04-16
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",Austria - BASG,Completed,Gilead Sciences Incorporated,Commercial,United States,Gilead Sciences Inc.,2010-04-19
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults.",Spain - AEMPS,Completed,Gilead Sciences Incorporated,Commercial,United States,NA,2010-04-22
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",Denmark - DHMA,Completed,Gilead Sciences Incorporated,Commercial,United States,Gilead Sciences Inc.,2010-05-07
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Na�ve Adults",Italy - Italian Medicines Agency,Completed,Gilead Sciences Incorporated,Commercial,United States,NA,2010-05-10
2009-016759-22,"A Phase 3, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of GS-9350-boosted Atazanavir Versus Ritonavir-boosted Atazanavir Each Administered with Emtricitabine/Tenofovir Disoproxil Fumarate in HIV-1 Infected, Antiretroviral Treatment-Naïve Adults",Sweden - MPA,Completed,Gilead Sciences Incorporated,Commercial,United States,NA,2010-06-03
2009-016504-22,"A randomised, controlled, parallel group, double-blind, multi-center, phase II study to assess the clinical- and immunological activity as well as the safety and tolerability of different doses/formulations of AFFITOPE AD02 administered repeatedly to patients with early Alzheimer’s disease.",Austria - BASG,Completed,AFFiRiS AG,Commercial,Austria,AFFiRiS AG,2010-02-08
2009-016504-22,"A randomised, controlled, parallel group, double-blind, multi-center, phase II study to assess the clinical- and immunological activity as well as the safety and tolerability of different doses/formulations of AFFITOPE AD02 administered repeatedly to patients with early Alzheimer’s disease.",Germany - PEI,Completed,AFFiRiS AG,Commercial,Austria,AFFiRiS AG,2010-02-12
